Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,167,Research & Development,8,5,2,Female,3,2,Manufacturing Director,1,Divorced,3,No,14,3,3,1,7,3,3,0,0,0,0
52,No,Travel_Rarely,621,Sales,3,4,3,Male,2,4,Manager,1,Married,1,No,11,3,1,0,34,3,4,34,6,1,16
33,Yes,Travel_Rarely,527,Research & Development,1,4,4,Male,3,1,Research Scientist,4,Single,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,No,Travel_Rarely,883,Sales,26,1,3,Female,3,2,Sales Executive,4,Single,1,No,23,4,2,0,6,5,2,6,5,1,4
45,No,Travel_Rarely,954,Sales,2,2,2,Male,1,2,Sales Representative,3,Single,0,No,13,3,1,0,9,3,3,8,7,3,1
23,No,Travel_Rarely,310,Research & Development,10,1,1,Male,4,1,Research Scientist,3,Single,1,No,18,3,4,0,2,3,3,2,2,0,2
47,Yes,Travel_Frequently,719,Sales,27,2,2,Female,4,2,Sales Executive,3,Single,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,No,Travel_Rarely,304,Sales,2,3,4,Male,3,2,Sales Executive,4,Single,1,No,22,4,3,0,6,5,3,6,5,1,4
55,Yes,Travel_Rarely,725,Research & Development,2,3,4,Male,3,5,Manager,1,Married,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,No,Non-Travel,1434,Sales,8,4,1,Male,2,3,Sales Executive,1,Single,1,No,15,3,2,0,10,1,3,10,7,0,9
52,No,Non-Travel,715,Research & Development,19,4,4,Male,3,1,Research Scientist,4,Married,0,No,18,3,1,1,5,3,3,4,3,1,2
26,No,Travel_Frequently,575,Research & Development,1,2,1,Female,1,1,Laboratory Technician,4,Divorced,3,No,14,3,1,1,5,2,3,2,2,2,0
29,No,Travel_Rarely,657,Research & Development,27,3,2,Female,3,2,Healthcare Representative,3,Married,4,No,12,3,1,1,11,3,2,8,7,1,1
26,Yes,Travel_Rarely,1146,Sales,8,3,4,Male,2,2,Sales Executive,1,Single,6,No,17,3,3,0,6,2,2,4,3,1,2
34,No,Travel_Rarely,182,Research & Development,1,4,2,Female,4,1,Research Scientist,4,Single,2,No,16,3,3,0,10,2,3,4,2,1,3
54,No,Travel_Rarely,376,Research & Development,19,4,4,Female,3,2,Manufacturing Director,1,Divorced,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,No,Travel_Frequently,829,Sales,8,1,3,Male,3,2,Sales Executive,4,Married,0,No,19,3,2,1,5,3,3,4,2,1,1
37,No,Travel_Rarely,571,Research & Development,10,1,4,Female,3,1,Research Scientist,1,Divorced,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,No,Travel_Frequently,240,Research & Development,2,4,1,Female,4,2,Manufacturing Director,1,Single,6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,No,Travel_Rarely,121,Research & Development,2,4,3,Female,2,1,Research Scientist,1,Single,1,No,11,3,3,0,6,3,3,6,5,1,3
35,No,Travel_Rarely,384,Sales,8,4,1,Female,3,1,Sales Representative,4,Married,1,No,16,3,2,1,3,1,2,3,2,0,2
30,No,Travel_Rarely,921,Research & Development,1,3,4,Male,1,1,Laboratory Technician,3,Married,3,No,21,4,3,2,7,2,3,2,2,0,2
40,No,Travel_Frequently,791,Research & Development,2,2,3,Female,4,2,Healthcare Representative,2,Married,1,No,24,4,4,1,8,2,3,8,7,3,7
34,No,Travel_Rarely,1111,Sales,8,2,3,Female,3,2,Sales Executive,1,Married,5,No,17,3,2,1,6,1,3,3,2,1,2
42,No,Travel_Frequently,570,Research & Development,8,3,2,Male,3,5,Manager,4,Divorced,1,No,13,3,2,1,24,4,2,24,7,14,9
23,Yes,Travel_Rarely,1243,Research & Development,6,3,3,Male,4,1,Laboratory Technician,1,Married,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,No,Non-Travel,1092,Research & Development,9,3,3,Male,2,1,Laboratory Technician,2,Divorced,1,No,11,3,3,3,1,4,3,1,0,0,0
52,No,Travel_Rarely,1325,Research & Development,11,4,4,Female,3,2,Laboratory Technician,3,Married,8,No,20,4,2,1,9,3,3,5,2,1,4
50,No,Travel_Rarely,691,Research & Development,2,3,3,Male,3,4,Research Director,3,Married,5,No,16,3,4,0,30,3,3,4,3,0,3
29,Yes,Travel_Rarely,805,Research & Development,1,2,2,Female,2,1,Laboratory Technician,1,Married,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,No,Travel_Rarely,213,Research & Development,7,3,3,Male,3,3,Research Director,3,Married,0,No,11,3,4,0,14,3,4,13,9,3,7
33,Yes,Travel_Rarely,118,Sales,16,3,1,Female,3,2,Sales Executive,1,Single,5,No,15,3,3,0,6,3,3,3,2,0,2
47,No,Travel_Rarely,202,Research & Development,2,2,3,Female,3,4,Manager,4,Married,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,No,Travel_Rarely,676,Research & Development,1,3,3,Female,3,2,Manufacturing Director,2,Married,0,No,15,3,1,1,10,2,3,9,7,0,5
29,No,Travel_Rarely,1252,Research & Development,23,2,3,Male,4,1,Research Scientist,3,Married,1,No,24,4,3,1,10,3,3,10,7,0,7
58,Yes,Travel_Rarely,286,Research & Development,2,4,4,Male,3,5,Research Director,2,Single,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,No,Travel_Rarely,1258,Research & Development,1,4,4,Female,4,1,Research Scientist,3,Single,3,No,13,3,3,0,7,0,3,2,2,2,2
42,No,Travel_Rarely,932,Research & Development,1,2,4,Female,2,2,Manufacturing Director,4,Married,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,Yes,Travel_Rarely,890,Research & Development,2,4,3,Male,3,1,Research Scientist,3,Single,6,No,17,3,4,0,5,3,2,2,2,2,1
36,No,Travel_Rarely,1041,Human Resources,13,3,3,Male,3,1,Human Resources,2,Married,4,No,13,3,2,1,8,2,3,5,2,0,4
32,No,Travel_Rarely,859,Research & Development,4,3,3,Female,2,2,Manufacturing Director,3,Married,1,No,12,3,3,1,14,3,3,14,13,6,8
40,No,Travel_Frequently,720,Research & Development,16,4,1,Male,2,2,Laboratory Technician,3,Single,6,No,14,3,4,0,10,6,3,1,0,0,0
30,No,Travel_Rarely,946,Research & Development,2,3,3,Female,2,2,Manufacturing Director,4,Single,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,No,Travel_Rarely,252,Research & Development,2,3,2,Female,2,1,Research Scientist,3,Single,1,No,14,3,4,0,1,3,3,1,0,0,0
42,No,Travel_Rarely,933,Research & Development,29,3,2,Male,3,2,Manufacturing Director,2,Married,1,No,13,3,4,1,10,3,2,9,8,7,8
38,No,Travel_Frequently,471,Research & Development,12,3,1,Male,2,2,Healthcare Representative,1,Divorced,2,No,15,3,3,1,13,3,2,4,3,1,2
34,No,Travel_Frequently,702,Research & Development,16,4,3,Female,2,1,Research Scientist,4,Single,1,No,16,3,3,0,6,3,3,5,2,1,3
49,Yes,Travel_Rarely,1184,Sales,11,3,3,Female,3,3,Sales Executive,4,Married,1,No,18,3,1,2,9,3,4,9,8,7,7
55,Yes,Travel_Rarely,436,Sales,2,1,3,Male,3,2,Sales Executive,4,Single,4,No,16,3,3,0,12,3,2,9,7,7,3
43,No,Travel_Rarely,589,Research & Development,14,2,2,Male,3,4,Research Director,1,Married,6,No,24,4,3,1,22,3,3,4,1,1,0
27,No,Travel_Rarely,269,Research & Development,5,1,3,Male,2,3,Research Director,4,Divorced,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,No,Travel_Rarely,950,Research & Development,7,3,3,Male,3,3,Manufacturing Director,3,Single,3,No,21,4,2,0,17,3,4,8,5,1,6
28,No,Travel_Rarely,760,Sales,2,4,2,Female,3,2,Sales Executive,2,Married,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,No,Travel_Rarely,829,Human Resources,3,2,3,Male,3,1,Human Resources,4,Married,0,No,19,3,3,1,4,1,1,3,2,0,2
26,Yes,Travel_Frequently,887,Research & Development,5,2,3,Female,2,1,Research Scientist,3,Married,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,No,Non-Travel,443,Research & Development,3,3,4,Male,3,1,Research Scientist,4,Married,1,No,11,3,3,3,0,6,2,0,0,0,0
51,No,Travel_Rarely,1318,Sales,26,4,1,Female,3,4,Manager,3,Married,2,No,14,3,3,1,29,2,2,20,6,4,17
44,No,Travel_Rarely,625,Research & Development,4,3,4,Male,3,2,Healthcare Representative,2,Single,9,No,12,3,4,0,10,2,2,5,2,2,3
25,No,Travel_Rarely,180,Research & Development,2,1,1,Male,4,1,Research Scientist,1,Single,7,No,13,3,3,0,6,3,2,4,3,0,1
33,No,Travel_Rarely,586,Sales,1,3,1,Male,4,2,Sales Executive,1,Divorced,1,No,22,4,1,1,9,5,3,9,8,0,8
35,No,Travel_Rarely,1343,Research & Development,27,1,3,Female,2,1,Research Scientist,1,Single,1,No,11,3,4,0,6,3,2,6,5,1,1
36,No,Travel_Rarely,928,Sales,1,2,2,Male,3,2,Sales Executive,4,Married,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,No,Travel_Rarely,117,Sales,13,4,2,Male,3,2,Sales Executive,4,Divorced,2,No,11,3,3,1,8,3,2,5,2,0,3
30,No,Travel_Frequently,1012,Research & Development,5,4,2,Male,2,1,Research Scientist,4,Divorced,9,No,12,3,2,1,10,3,2,5,4,0,3
53,No,Travel_Rarely,661,Sales,7,2,1,Female,2,3,Sales Executive,4,Married,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,No,Travel_Rarely,930,Sales,9,3,4,Male,3,3,Sales Executive,1,Divorced,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,No,Travel_Rarely,638,Research & Development,8,2,3,Female,4,2,Research Scientist,3,Married,5,No,12,3,3,1,9,3,2,5,3,1,3
52,No,Travel_Frequently,890,Research & Development,25,4,3,Female,2,4,Manufacturing Director,4,Married,3,No,22,4,3,0,31,3,3,9,8,0,0
37,No,Travel_Rarely,342,Sales,16,4,4,Male,2,2,Sales Executive,3,Divorced,4,No,19,3,4,2,9,2,3,1,0,0,0
28,No,Travel_Rarely,1169,Human Resources,8,2,2,Male,2,1,Human Resources,4,Divorced,1,No,13,3,4,1,6,6,3,5,1,0,4
22,No,Travel_Rarely,1230,Research & Development,1,2,4,Male,2,2,Manufacturing Director,4,Married,6,No,22,4,1,2,4,2,1,2,2,2,2
44,No,Travel_Rarely,986,Research & Development,8,4,1,Male,4,1,Laboratory Technician,4,Married,2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,No,Travel_Frequently,1271,Research & Development,2,1,2,Male,3,1,Research Scientist,4,Single,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,No,Travel_Rarely,1278,Human Resources,8,3,1,Male,2,1,Human Resources,1,Married,0,No,21,4,3,0,6,3,3,5,4,0,3
25,No,Travel_Rarely,141,Sales,3,1,3,Male,3,2,Sales Executive,1,Married,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,No,Travel_Rarely,607,Research & Development,9,3,4,Female,2,3,Manufacturing Director,3,Married,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,Yes,Travel_Frequently,130,Research & Development,25,4,4,Female,3,1,Research Scientist,2,Divorced,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,No,Non-Travel,300,Research & Development,1,3,4,Male,3,1,Laboratory Technician,4,Divorced,0,No,12,3,2,1,4,2,3,3,0,0,2
25,No,Travel_Rarely,583,Sales,4,1,3,Male,2,2,Sales Executive,1,Married,1,No,12,3,1,0,5,1,4,5,2,0,3
49,No,Travel_Rarely,1418,Research & Development,1,3,3,Female,3,1,Research Scientist,1,Married,2,No,16,3,2,1,7,2,3,4,2,0,2
24,No,Non-Travel,1269,Research & Development,4,1,1,Male,2,1,Laboratory Technician,4,Married,0,No,17,3,4,0,6,2,2,5,2,3,4
32,No,Travel_Frequently,379,Sales,5,2,2,Male,3,2,Sales Executive,2,Married,1,No,14,3,4,1,10,3,3,10,8,5,3
38,No,Travel_Rarely,395,Sales,9,3,2,Male,2,1,Sales Representative,2,Married,0,No,19,3,4,1,3,3,3,2,2,1,2
42,No,Travel_Rarely,1265,Research & Development,3,3,3,Female,4,2,Laboratory Technician,4,Married,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,No,Travel_Rarely,1222,Research & Development,11,4,4,Male,3,1,Research Scientist,4,Married,3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,Yes,Travel_Rarely,341,Sales,1,3,2,Female,2,1,Sales Representative,3,Divorced,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,No,Travel_Rarely,868,Sales,8,3,1,Male,3,4,Sales Executive,4,Married,5,No,14,3,3,1,28,3,3,2,0,2,2
35,No,Travel_Rarely,672,Research & Development,25,3,4,Male,2,3,Manufacturing Director,2,Married,3,No,16,3,1,0,16,2,3,13,10,4,8
37,No,Travel_Frequently,1231,Sales,21,2,3,Female,3,1,Sales Representative,4,Married,5,No,15,3,2,1,10,3,3,5,4,0,0
53,No,Travel_Rarely,102,Research & Development,23,4,4,Female,3,4,Research Director,4,Single,6,No,18,3,3,0,33,0,3,12,9,3,8
43,No,Travel_Frequently,422,Research & Development,1,3,4,Female,3,2,Healthcare Representative,4,Married,4,No,13,3,2,1,12,2,2,5,2,2,2
47,No,Travel_Rarely,249,Sales,2,2,3,Female,3,2,Sales Executive,4,Married,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,No,Non-Travel,1252,Sales,19,2,1,Male,3,3,Sales Executive,2,Single,1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,No,Non-Travel,881,Research & Development,2,4,1,Male,3,4,Manager,1,Divorced,1,No,11,3,4,1,31,3,3,31,6,14,7
39,No,Travel_Rarely,1383,Human Resources,2,3,4,Female,2,2,Human Resources,4,Married,8,No,11,3,3,2,13,2,3,5,4,0,4
33,No,Travel_Rarely,1075,Human Resources,3,2,4,Male,3,1,Human Resources,2,Divorced,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,Yes,Travel_Rarely,374,Research & Development,25,4,1,Male,3,1,Laboratory Technician,4,Single,1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,No,Travel_Rarely,1086,Research & Development,7,1,1,Female,2,1,Laboratory Technician,4,Divorced,6,No,14,3,3,3,8,5,3,4,3,0,3
44,No,Travel_Rarely,661,Research & Development,9,2,2,Male,3,1,Research Scientist,1,Married,1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,No,Travel_Rarely,821,Sales,5,4,1,Male,3,2,Sales Executive,4,Single,1,No,14,3,2,0,4,3,3,4,2,0,2
58,Yes,Travel_Frequently,781,Research & Development,2,1,4,Male,2,1,Laboratory Technician,4,Divorced,9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,No,Travel_Rarely,177,Research & Development,8,3,1,Female,3,2,Manufacturing Director,2,Divorced,4,No,21,4,3,1,4,2,4,1,0,0,0
20,Yes,Travel_Rarely,500,Sales,2,3,3,Female,2,1,Sales Representative,3,Single,1,No,13,3,4,0,2,3,2,2,2,0,2
21,Yes,Travel_Rarely,1427,Research & Development,18,1,4,Female,3,1,Research Scientist,4,Single,1,No,19,3,1,0,1,3,2,1,0,0,0
36,No,Travel_Rarely,1425,Research & Development,14,1,3,Male,3,2,Healthcare Representative,4,Married,0,Yes,17,3,1,1,17,2,2,16,8,4,11
47,No,Travel_Rarely,1454,Sales,2,4,4,Female,2,1,Sales Representative,4,Single,1,Yes,18,3,1,0,3,3,2,3,2,1,2
22,Yes,Travel_Rarely,617,Research & Development,3,1,2,Female,3,2,Manufacturing Director,3,Married,0,Yes,19,3,1,1,4,3,4,3,2,0,2
41,Yes,Travel_Rarely,1085,Research & Development,2,4,2,Female,1,1,Laboratory Technician,4,Divorced,4,Yes,13,3,3,1,10,1,2,7,7,1,0
28,No,Travel_Rarely,995,Research & Development,9,3,3,Female,3,1,Research Scientist,3,Divorced,5,No,18,3,2,1,6,2,3,2,2,2,2
39,Yes,Travel_Rarely,1122,Research & Development,6,3,4,Male,3,1,Laboratory Technician,1,Married,7,Yes,21,4,4,0,8,2,1,2,2,2,2
27,No,Travel_Rarely,618,Research & Development,4,3,2,Female,3,1,Research Scientist,3,Single,1,No,19,3,3,0,1,2,3,1,1,0,0
34,No,Travel_Rarely,546,Research & Development,10,3,2,Male,3,1,Laboratory Technician,2,Divorced,1,No,14,3,2,2,1,3,3,1,0,1,0
42,No,Travel_Rarely,462,Sales,14,2,3,Female,2,2,Sales Executive,3,Single,7,No,17,3,1,0,10,6,3,5,4,0,3
33,No,Travel_Rarely,1198,Research & Development,1,4,3,Male,2,1,Research Scientist,1,Single,3,Yes,11,3,2,0,6,1,3,3,2,0,2
58,No,Travel_Rarely,1272,Research & Development,5,3,3,Female,2,3,Healthcare Representative,2,Divorced,2,Yes,13,3,4,1,24,3,3,6,0,0,4
31,No,Travel_Rarely,154,Sales,7,4,2,Male,2,1,Sales Representative,3,Married,3,No,15,3,2,0,13,2,4,7,7,5,2
35,No,Travel_Rarely,1137,Research & Development,21,1,4,Female,3,2,Healthcare Representative,4,Married,1,Yes,25,4,4,1,10,2,1,10,6,0,7
49,No,Travel_Rarely,527,Research & Development,8,2,1,Female,3,3,Laboratory Technician,2,Married,4,No,11,3,3,1,29,3,2,26,9,1,7
48,No,Travel_Rarely,1469,Research & Development,20,4,4,Male,3,1,Research Scientist,3,Married,4,No,17,3,1,2,13,2,2,0,0,0,0
31,No,Non-Travel,1188,Sales,20,2,4,Female,3,2,Sales Executive,3,Married,1,No,13,3,4,1,9,2,2,9,8,0,0
36,No,Travel_Rarely,188,Research & Development,7,4,2,Male,3,1,Research Scientist,4,Single,2,No,18,3,3,0,8,6,3,6,2,0,1
38,No,Travel_Rarely,1333,Research & Development,1,3,4,Female,3,3,Research Director,1,Married,1,No,13,3,2,1,15,3,3,15,12,5,11
32,No,Non-Travel,1184,Research & Development,1,3,3,Female,2,1,Laboratory Technician,2,Married,6,No,20,4,3,0,5,3,3,3,0,0,2
25,Yes,Travel_Rarely,867,Sales,19,2,3,Male,2,1,Sales Representative,2,Married,1,Yes,18,3,3,3,1,2,3,1,0,0,0
40,No,Travel_Rarely,658,Sales,10,4,1,Male,2,3,Sales Executive,2,Divorced,2,No,12,3,2,1,11,2,2,1,0,0,0
26,No,Travel_Frequently,1283,Sales,1,3,3,Male,2,2,Sales Executive,1,Single,1,No,12,3,2,0,7,2,3,7,7,0,7
41,No,Travel_Rarely,263,Research & Development,6,3,4,Male,3,1,Laboratory Technician,1,Single,2,Yes,13,3,3,0,20,3,3,18,13,2,17
36,No,Travel_Rarely,938,Research & Development,2,4,3,Male,3,1,Laboratory Technician,3,Single,4,No,21,4,3,0,16,6,3,11,8,3,9
19,Yes,Travel_Rarely,419,Sales,21,3,4,Male,2,1,Sales Representative,2,Single,1,Yes,13,3,2,0,1,3,4,1,0,0,0
20,Yes,Travel_Rarely,129,Research & Development,4,3,1,Male,3,1,Laboratory Technician,1,Single,1,No,19,3,2,0,1,2,3,1,0,0,0
31,No,Travel_Rarely,616,Research & Development,12,3,4,Female,3,2,Healthcare Representative,4,Married,0,Yes,11,3,3,2,10,2,1,9,7,8,5
40,No,Travel_Frequently,1469,Research & Development,9,4,4,Male,3,1,Research Scientist,2,Divorced,8,Yes,14,3,4,1,3,2,3,1,1,0,0
32,No,Travel_Rarely,498,Research & Development,3,4,3,Female,3,2,Manufacturing Director,1,Married,1,No,12,3,3,1,8,2,4,8,7,6,3
36,Yes,Travel_Rarely,530,Sales,3,1,3,Male,2,3,Sales Executive,4,Married,1,Yes,11,3,1,1,16,6,3,16,7,3,7
33,No,Travel_Rarely,1069,Research & Development,1,3,2,Female,2,2,Healthcare Representative,4,Single,0,No,14,3,1,0,6,3,3,5,0,1,4
37,Yes,Travel_Rarely,625,Sales,1,4,1,Male,2,3,Sales Executive,3,Married,5,No,11,3,3,0,17,2,1,14,1,11,7
45,No,Non-Travel,805,Research & Development,4,2,3,Male,3,2,Laboratory Technician,2,Married,1,No,12,3,2,0,9,5,2,9,7,0,8
29,No,Travel_Frequently,1404,Sales,20,3,3,Female,3,1,Sales Representative,4,Married,1,No,15,3,2,1,3,5,3,3,1,0,2
35,No,Travel_Rarely,1219,Sales,18,3,3,Female,3,2,Sales Executive,3,Married,1,No,16,3,2,0,5,3,3,5,2,1,0
52,No,Travel_Rarely,1053,Research & Development,1,2,4,Male,3,4,Manager,4,Married,2,No,15,3,2,1,26,2,2,9,8,7,8
58,Yes,Travel_Rarely,289,Research & Development,2,3,4,Male,3,1,Research Scientist,3,Single,4,No,24,4,1,0,7,4,3,1,0,0,0
53,No,Travel_Rarely,1376,Sales,2,2,3,Male,3,4,Manager,3,Divorced,6,No,13,3,3,1,22,3,4,17,13,15,2
30,No,Travel_Rarely,231,Sales,8,2,3,Male,3,3,Sales Executive,3,Divorced,5,No,11,3,1,1,10,2,4,8,4,7,7
38,No,Non-Travel,152,Sales,10,3,3,Female,3,2,Sales Executive,4,Single,1,Yes,13,3,2,0,6,1,3,5,3,1,3
35,No,Travel_Rarely,882,Sales,3,4,4,Male,3,3,Sales Executive,4,Divorced,6,No,13,3,2,1,12,2,3,10,9,0,8
39,No,Travel_Rarely,903,Sales,2,5,1,Male,4,3,Sales Executive,3,Single,0,No,18,3,4,0,9,3,3,8,7,0,7
40,Yes,Non-Travel,1479,Sales,24,3,2,Female,4,4,Sales Executive,2,Single,4,Yes,16,3,4,0,22,2,2,1,0,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4,3,Male,4,2,Manufacturing Director,3,Divorced,1,Yes,19,3,3,0,20,3,4,19,10,2,7
36,No,Non-Travel,1229,Sales,8,4,1,Male,3,2,Sales Executive,4,Divorced,4,No,13,3,4,2,12,3,3,7,7,0,7
31,Yes,Non-Travel,335,Research & Development,9,2,3,Male,2,1,Research Scientist,1,Single,0,Yes,22,4,1,0,4,0,3,3,2,1,2
33,No,Non-Travel,722,Sales,17,3,4,Male,3,4,Manager,3,Single,1,No,11,3,4,0,10,2,3,10,8,6,0
29,Yes,Travel_Rarely,906,Research & Development,10,3,4,Female,2,1,Research Scientist,1,Single,6,Yes,20,4,3,0,3,5,3,0,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,1,2,Female,3,1,Research Scientist,4,Single,3,No,18,3,1,0,5,4,3,3,2,0,2
45,No,Travel_Rarely,974,Research & Development,1,4,4,Female,3,1,Laboratory Technician,4,Divorced,3,No,14,3,4,2,8,2,3,5,3,0,2
50,No,Travel_Rarely,1126,Research & Development,1,2,4,Male,3,4,Research Director,4,Divorced,9,No,22,4,3,1,32,1,2,5,4,1,3
33,No,Travel_Frequently,827,Research & Development,1,4,3,Female,4,2,Healthcare Representative,2,Married,1,Yes,13,3,1,1,6,2,3,6,5,1,2
41,No,Travel_Frequently,840,Research & Development,9,3,1,Male,3,5,Research Director,3,Divorced,2,No,17,3,2,1,21,2,4,18,16,0,11
27,No,Travel_Rarely,1134,Research & Development,16,4,3,Female,3,1,Laboratory Technician,2,Married,9,No,14,3,2,1,4,2,3,2,2,2,2
45,No,Non-Travel,248,Research & Development,23,2,4,Male,3,2,Laboratory Technician,1,Married,1,Yes,15,3,3,1,9,2,3,9,8,0,8
47,No,Travel_Rarely,955,Sales,4,2,4,Female,3,2,Sales Executive,4,Single,1,Yes,17,3,3,0,9,0,3,9,0,0,7
30,Yes,Travel_Rarely,138,Research & Development,22,3,1,Female,3,1,Research Scientist,3,Married,4,Yes,11,3,2,0,7,2,3,5,2,0,1
50,No,Travel_Rarely,939,Research & Development,24,3,4,Male,3,4,Manufacturing Director,3,Married,3,Yes,18,3,4,1,22,2,3,12,11,1,5
38,No,Travel_Frequently,1391,Research & Development,10,1,3,Male,3,1,Research Scientist,3,Married,0,No,17,3,2,1,3,0,2,2,1,0,2
46,No,Travel_Rarely,566,Research & Development,7,2,4,Male,3,3,Manufacturing Director,3,Divorced,6,No,13,3,2,1,13,3,3,8,7,0,7
24,No,Travel_Rarely,1206,Research & Development,17,1,4,Female,2,2,Manufacturing Director,3,Divorced,1,No,15,3,2,2,5,6,3,4,2,3,2
35,Yes,Travel_Rarely,622,Research & Development,14,4,3,Male,2,1,Laboratory Technician,2,Divorced,1,Yes,24,4,4,1,5,2,1,4,2,0,2
31,No,Travel_Frequently,853,Research & Development,1,1,3,Female,3,2,Manufacturing Director,1,Married,1,No,12,3,3,1,4,1,3,4,3,0,3
18,No,Non-Travel,287,Research & Development,5,2,2,Male,3,1,Research Scientist,4,Single,1,No,15,3,4,0,0,2,3,0,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,3,3,Female,3,3,Manufacturing Director,3,Married,8,No,11,3,3,1,22,2,3,10,7,0,8
35,No,Travel_Rarely,583,Research & Development,25,4,3,Female,3,3,Healthcare Representative,3,Divorced,1,Yes,11,3,3,1,16,3,2,16,10,10,1
30,No,Travel_Rarely,153,Research & Development,8,2,2,Female,4,3,Research Director,1,Married,0,Yes,12,3,3,3,9,4,2,8,7,1,7
20,Yes,Travel_Rarely,1097,Research & Development,11,3,4,Female,2,1,Research Scientist,1,Single,1,Yes,15,3,1,0,1,2,3,1,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3,2,Female,3,1,Laboratory Technician,2,Single,0,No,17,3,1,0,4,3,3,3,2,1,2
26,No,Travel_Rarely,1066,Research & Development,2,2,4,Male,4,2,Manufacturing Director,4,Married,1,No,12,3,2,0,8,2,3,8,7,1,3
22,No,Travel_Rarely,217,Research & Development,8,1,2,Male,1,1,Laboratory Technician,1,Married,1,No,15,3,1,1,4,3,2,4,3,1,1
48,No,Travel_Rarely,277,Research & Development,6,3,1,Male,2,2,Healthcare Representative,3,Single,2,No,13,3,4,0,19,0,3,2,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,4,3,Male,2,3,Healthcare Representative,3,Single,7,No,14,3,2,0,27,3,3,15,11,4,8
41,No,Travel_Rarely,549,Research & Development,7,2,4,Female,3,2,Manufacturing Director,3,Single,6,No,14,3,2,0,8,6,3,2,2,2,1
39,No,Travel_Rarely,466,Research & Development,1,1,4,Female,2,4,Manufacturing Director,4,Married,1,No,16,3,3,1,21,3,3,21,6,11,8
27,No,Travel_Rarely,1055,Research & Development,2,4,1,Female,3,2,Manufacturing Director,4,Married,0,No,18,3,2,1,4,2,3,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,2,Male,3,1,Laboratory Technician,4,Divorced,1,No,20,4,1,1,3,4,2,3,2,1,2
42,No,Travel_Rarely,265,Sales,5,2,4,Male,3,5,Manager,3,Married,6,No,13,3,2,0,21,3,4,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,1,Male,3,1,Laboratory Technician,4,Married,4,No,18,3,2,0,8,5,3,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,3,Female,2,4,Manufacturing Director,4,Single,3,Yes,13,3,1,0,30,4,3,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,2,1,Female,1,2,Healthcare Representative,2,Married,5,No,15,3,1,0,15,2,1,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,3,Male,3,2,Healthcare Representative,2,Married,3,Yes,14,3,4,2,17,3,3,8,7,6,7
41,No,Non-Travel,247,Research & Development,7,1,2,Female,1,5,Research Director,3,Divorced,1,No,22,4,2,2,21,3,3,21,16,5,10
